indiv,geography,seqtot,distance,NS1NS2,site_mission
F392,allo,R.pumilio.nord,20.2484567313,SO10_NS2_novb12/SO10_NS7_novb12,SO10_novb12
F392,allo,R.pumilio.nord,3,SO10_NS13_novb12/SO10_NS7_novb12,SO10_novb12
F387,allo,R.d.dilectus,0,SO8_NS5_novb12/SO8_NS6_novb12,SO8_novb12
F387,allo,R.d.dilectus,18.4390889146,SO8_NS5_novb12/SO8_NS27_novb12,SO8_novb12
F387,allo,R.d.dilectus,24.0416305603,SO8_NS5_novb12/SO8_NS22_novb12,SO8_novb12
F387,allo,R.d.dilectus,18.4390889146,SO8_NS6_novb12/SO8_NS27_novb12,SO8_novb12
F387,allo,R.d.dilectus,24.0416305603,SO8_NS6_novb12/SO8_NS22_novb12,SO8_novb12
F387,allo,R.d.dilectus,13.0384048104,SO8_NS27_novb12/SO8_NS22_novb12,SO8_novb12
F380,allo,R.d.dilectus,18,SO8_NS34_novb12/SO8_NS9_novb12,SO8_novb12
F380,allo,R.d.dilectus,22.4722050542,SO8_NS34_novb12/SO8_NS16_novb12,SO8_novb12
F380,allo,R.d.dilectus,22.1359436212,SO8_NS34_novb12/SO8_NS17_novb12,SO8_novb12
F380,allo,R.d.dilectus,26.9258240357,SO8_NS34_novb12/SO8_NS31_novb12,SO8_novb12
F380,allo,R.d.dilectus,8.54400374532,SO8_NS9_novb12/SO8_NS16_novb12,SO8_novb12
F380,allo,R.d.dilectus,7.61577310586,SO8_NS9_novb12/SO8_NS17_novb12,SO8_novb12
F380,allo,R.d.dilectus,12.2065556157,SO8_NS9_novb12/SO8_NS31_novb12,SO8_novb12
F380,allo,R.d.dilectus,1,SO8_NS16_novb12/SO8_NS17_novb12,SO8_novb12
F380,allo,R.d.dilectus,4.472135955,SO8_NS16_novb12/SO8_NS31_novb12,SO8_novb12
F380,allo,R.d.dilectus,5,SO8_NS17_novb12/SO8_NS31_novb12,SO8_novb12
F379,allo,R.pumilio.nord,20.2484567313,SO10_NS2_novb12/SO10_NS7_novb12,SO10_novb12
F378,allo,R.d.dilectus,9,SO8_NS21_novb12/SO8_NS28_novb12,SO8_novb12
F378,allo,R.d.dilectus,31.8904374382,SO8_NS21_novb12/SO8_NS35_novb12,SO8_novb12
F378,allo,R.d.dilectus,26.83281573,SO8_NS28_novb12/SO8_NS35_novb12,SO8_novb12
F376,allo,R.d.dilectus,3.60555127546,SO8_NS12_novb12/SO8_NS3_novb12,SO8_novb12
F376,allo,R.d.dilectus,3.60555127546,SO8_NS12_novb12/SO8_NS7_novb12,SO8_novb12
F376,allo,R.d.dilectus,84.6286003665,SO8_NS12_novb12/SO8_NS1_novb12,SO8_novb12
F376,allo,R.d.dilectus,0,SO8_NS3_novb12/SO8_NS7_novb12,SO8_novb12
F376,allo,R.d.dilectus,83.4086326467,SO8_NS3_novb12/SO8_NS1_novb12,SO8_novb12
F376,allo,R.d.dilectus,83.4086326467,SO8_NS7_novb12/SO8_NS1_novb12,SO8_novb12
F375,allo,R.d.dilectus,5.38516480713,SO8_NS18_novb12/SO8_NS8_novb12,SO8_novb12
F375,allo,R.d.dilectus,5.83095189485,SO8_NS18_novb12/SO8_NS13_novb12,SO8_novb12
F375,allo,R.d.dilectus,1,SO8_NS8_novb12/SO8_NS13_novb12,SO8_novb12
F36,symp,R.pumilio.nord,NA,NA,SAN_1_4_5_1G_8_novb11
F294,allo,R.pumilio.nord,49.040799341,SO10_NS6_novb12/SO10_NS9_novb12,SO10_novb12
F294,allo,R.pumilio.nord,30.083217913,SO10_NS6_novb12/SO10_NS3_novb12,SO10_novb12
F294,allo,R.pumilio.nord,56.7538544947,SO10_NS6_novb12/SO10_NS1_novb12,SO10_novb12
F294,allo,R.pumilio.nord,38.6264158317,SO10_NS9_novb12/SO10_NS3_novb12,SO10_novb12
F294,allo,R.pumilio.nord,52.6307894678,SO10_NS9_novb12/SO10_NS1_novb12,SO10_novb12
F294,allo,R.pumilio.nord,27.1661554144,SO10_NS3_novb12/SO10_NS1_novb12,SO10_novb12
F29,symp,R.d.dilectus,20.8806130178,AB_novb11/AA_novb11,SAN_1_4_5_1G_8_novb11
F28,symp,R.pumilio.nord,29.0688837075,BV_novb11/BU_novb11,SAN_1_4_5_1G_8_novb11
F28,symp,R.pumilio.nord,26.4196896272,BV_novb11/BL_novb11,SAN_1_4_5_1G_8_novb11
F28,symp,R.pumilio.nord,9.8488578018,BU_novb11/BL_novb11,SAN_1_4_5_1G_8_novb11
F257,allo,R.d.dilectus,9.48683298051,SO8_NS14_novb12/SO8_NS33_novb12,SO8_novb12
F257,allo,R.d.dilectus,17.0293863659,SO8_NS14_novb12/SO8_NS22_novb12,SO8_novb12
F257,allo,R.d.dilectus,23.4307490277,SO8_NS14_novb12/SO8_NS26_novb12,SO8_novb12
F257,allo,R.d.dilectus,10.1980390272,SO8_NS33_novb12/SO8_NS22_novb12,SO8_novb12
F257,allo,R.d.dilectus,16.1554944214,SO8_NS33_novb12/SO8_NS26_novb12,SO8_novb12
F257,allo,R.d.dilectus,6.40312423743,SO8_NS22_novb12/SO8_NS26_novb12,SO8_novb12
F242,allo,R.d.dilectus,29.1204395571,SO8_NS11_novb12/SO8_NS4_novb12,SO8_novb12
F242,allo,R.d.dilectus,32.2024843762,SO8_NS11_novb12/SO8_NS17_novb12,SO8_novb12
F242,allo,R.d.dilectus,6.0827625303,SO8_NS4_novb12/SO8_NS17_novb12,SO8_novb12
F235,allo,R.d.dilectus,10.6301458127,SO8_NS1_novb12/SO8_NS2_novb12,SO8_novb12
F206,allo,R.pumilio.nord,5,SA10_NS2_novb12/SA10_NS1_novb12,SAN10_novb12
F16,symp,R.pumilio.nord,22.825424421,X_novb11/Q_novb11,SAN_1_4_5_1G_8_novb11
F16,symp,R.pumilio.nord,18.0277563773,X_novb11/BS_novb11,SAN_1_4_5_1G_8_novb11
F16,symp,R.pumilio.nord,22.0227155455,X_novb11/Y_novb11,SAN_1_4_5_1G_8_novb11
F16,symp,R.pumilio.nord,10.7703296143,Q_novb11/BS_novb11,SAN_1_4_5_1G_8_novb11
F16,symp,R.pumilio.nord,34.5253530033,Q_novb11/Y_novb11,SAN_1_4_5_1G_8_novb11
F16,symp,R.pumilio.nord,24.0831891576,BS_novb11/Y_novb11,SAN_1_4_5_1G_8_novb11
F14,symp,R.d.dilectus,NA,NA,SAN2_RHINO_novb11
F13,symp,R.pumilio.nord,30.0166620396,BR_novb11/O_novb11,SAN_1_4_5_1G_8_novb11
F11,symp,R.pumilio.nord,43.965895874,BJ_novb11/B_novb11,SAN_1_4_5_1G_8_novb11
F11,symp,R.pumilio.nord,13,BJ_novb11/BI_novb11,SAN_1_4_5_1G_8_novb11
F11,symp,R.pumilio.nord,36.0693775937,BJ_novb11/BQ_novb11,SAN_1_4_5_1G_8_novb11
F11,symp,R.pumilio.nord,42,B_novb11/BI_novb11,SAN_1_4_5_1G_8_novb11
F11,symp,R.pumilio.nord,20,B_novb11/BQ_novb11,SAN_1_4_5_1G_8_novb11
F11,symp,R.pumilio.nord,28.6356421266,BI_novb11/BQ_novb11,SAN_1_4_5_1G_8_novb11
F10,symp,R.pumilio.nord,24.1660919472,A_novb11/BG_novb11,SAN_1_4_5_1G_8_novb11
F10,symp,R.pumilio.nord,25.495097568,A_novb11/B_novb11,SAN_1_4_5_1G_8_novb11
F10,symp,R.pumilio.nord,46.0434577329,A_novb11/C_novb11,SAN_1_4_5_1G_8_novb11
F10,symp,R.pumilio.nord,50.4777178565,A_novb11/D_novb11,SAN_1_4_5_1G_8_novb11
F10,symp,R.pumilio.nord,10.295630141,BG_novb11/B_novb11,SAN_1_4_5_1G_8_novb11
F10,symp,R.pumilio.nord,28.2842712475,BG_novb11/C_novb11,SAN_1_4_5_1G_8_novb11
F10,symp,R.pumilio.nord,32.5576411922,BG_novb11/D_novb11,SAN_1_4_5_1G_8_novb11
F10,symp,R.pumilio.nord,21.0237960416,B_novb11/C_novb11,SAN_1_4_5_1G_8_novb11
F10,symp,R.pumilio.nord,25.495097568,B_novb11/D_novb11,SAN_1_4_5_1G_8_novb11
F10,symp,R.pumilio.nord,4.472135955,C_novb11/D_novb11,SAN_1_4_5_1G_8_novb11
